Id,age,education,marital,campaign_response
11033,46,university.degree,married,0
11034,29,high.school,single,0
11035,46,university.degree,single,0
11036,36,professional.course,married,0
11037,32,university.degree,married,0
11038,48,high.school,married,0
11039,41,basic.9y,divorced,0
11040,50,unknown,married,0
11041,41,basic.9y,married,0
11042,28,professional.course,single,0
11043,41,basic.9y,married,0
11044,30,university.degree,married,0
11045,42,basic.4y,married,1
11046,52,university.degree,divorced,0
11047,46,high.school,married,0
11048,41,basic.6y,married,0
11049,23,professional.course,single,0
11050,28,unknown,single,0
11051,33,university.degree,married,0
11052,45,basic.9y,married,0
11053,38,high.school,married,0
11054,44,university.degree,married,0
11055,30,professional.course,single,0
11056,26,basic.9y,married,0
11057,57,professional.course,single,0
11058,52,basic.4y,divorced,1
11059,30,unknown,single,0
11060,35,university.degree,married,0
11061,58,unknown,married,0
11062,46,professional.course,married,1
11063,26,high.school,single,0
11064,52,basic.4y,married,0
11065,48,university.degree,married,0
11066,45,basic.9y,married,0
11067,49,basic.9y,married,1
11068,58,basic.4y,married,0
11069,31,basic.9y,divorced,0
11070,41,professional.course,married,0
11071,27,university.degree,single,0
11072,43,professional.course,single,0
11073,33,high.school,married,0
11074,40,basic.9y,married,0
11075,36,basic.4y,divorced,0
11076,58,basic.4y,married,0
11077,43,university.degree,married,0
11078,31,basic.9y,married,0
11079,32,basic.9y,single,0
11080,59,unknown,married,0
11081,38,basic.4y,married,0
11082,30,basic.9y,married,0
11083,40,high.school,divorced,0
11084,45,basic.4y,married,0
11085,46,basic.9y,married,0
11086,41,basic.9y,married,0
11087,31,basic.9y,married,0
11088,31,basic.9y,married,0
11089,41,university.degree,married,0
11090,39,high.school,divorced,0
11091,30,university.degree,single,0
11092,49,unknown,married,0
11093,56,basic.4y,married,0
11094,43,basic.4y,married,0
11095,53,basic.4y,married,0
11096,29,basic.6y,single,0
11097,37,high.school,married,0
11098,52,basic.9y,married,0
11099,45,unknown,married,0
11100,57,basic.9y,divorced,0
11101,57,basic.4y,married,0
11102,36,university.degree,married,0
11103,36,high.school,married,0
11104,50,basic.4y,married,0
11105,40,basic.6y,married,0
11106,39,basic.6y,married,0
11107,28,professional.course,single,1
11108,40,university.degree,married,0
11109,28,basic.9y,married,0
11110,39,basic.6y,married,0
11111,32,high.school,married,0
11112,37,high.school,married,0
11113,49,basic.4y,married,0
11114,49,basic.4y,married,0
11115,40,high.school,divorced,0
11116,57,high.school,married,0
11117,42,basic.4y,divorced,0
11118,41,university.degree,married,0
11119,53,high.school,married,0
11120,44,basic.4y,married,0
11121,47,professional.course,married,0
11122,56,basic.9y,married,0
11123,40,high.school,divorced,0
11124,31,basic.4y,single,1
11125,45,professional.course,married,0
11126,56,professional.course,married,0
11127,49,university.degree,divorced,0
11128,29,basic.9y,divorced,0
11129,39,university.degree,married,0
11130,38,high.school,married,0
11131,58,high.school,married,0
11132,37,high.school,married,0
11133,50,basic.4y,married,0
11134,59,high.school,married,0
11135,59,high.school,married,0
11136,35,basic.4y,single,0
11137,31,university.degree,single,0
11138,41,unknown,married,1
11139,55,professional.course,married,0
11140,41,basic.4y,single,0
11141,42,basic.4y,married,0
11142,47,basic.6y,married,0
11143,42,unknown,married,0
11144,28,basic.4y,married,0
11145,54,university.degree,married,0
11146,32,high.school,single,0
11147,59,unknown,married,1
11148,35,professional.course,married,0
11149,31,high.school,divorced,0
11150,39,high.school,married,0
11151,41,university.degree,married,0
11152,36,high.school,married,0
11153,34,basic.9y,married,1
11154,39,basic.6y,single,1
11155,54,university.degree,single,0
11156,44,basic.4y,married,0
11157,44,high.school,married,0
11158,44,basic.9y,single,0
11159,31,high.school,married,0
11160,56,university.degree,married,0
11161,31,high.school,married,0
11162,33,university.degree,single,0
11163,44,university.degree,married,0
11164,47,high.school,divorced,0
11165,37,basic.6y,single,0
11166,41,basic.4y,married,0
11167,27,university.degree,single,0
11168,49,basic.4y,married,0
11169,46,basic.4y,married,0
11170,42,basic.4y,married,0
11171,37,high.school,married,0
11172,46,basic.4y,married,0
11173,46,basic.9y,married,0
11174,41,basic.9y,married,0
11175,37,high.school,married,0
11176,49,basic.4y,married,0
11177,34,high.school,married,0
11178,37,high.school,married,0
11179,29,high.school,single,0
11180,26,basic.9y,single,0
11181,31,university.degree,married,0
11182,50,professional.course,married,0
11183,55,basic.4y,married,0
11184,40,basic.9y,married,0
11185,50,unknown,married,0
11186,52,university.degree,divorced,0
11187,39,high.school,married,0
11188,31,university.degree,single,0
11189,39,high.school,married,0
11190,38,high.school,married,0
11191,38,basic.4y,married,0
11192,60,professional.course,married,0
11193,34,professional.course,single,0
11194,37,university.degree,married,0
11195,32,basic.6y,married,0
11196,48,university.degree,married,0
11197,42,basic.4y,married,0
11198,29,basic.9y,married,0
11199,31,university.degree,married,1
11200,40,high.school,married,0
11201,40,unknown,single,0
11202,31,university.degree,married,0
11203,58,university.degree,divorced,0
11204,40,university.degree,married,0
11205,48,basic.6y,married,0
11206,34,university.degree,single,0
11207,41,basic.4y,married,0
11208,36,basic.9y,single,0
11209,41,basic.4y,married,0
11210,37,university.degree,married,0
11211,33,university.degree,married,0
11212,38,basic.9y,married,0
11213,38,university.degree,married,0
11214,36,basic.9y,married,0
11215,34,professional.course,divorced,0
11216,45,unknown,married,0
11217,43,university.degree,married,0
11218,31,university.degree,single,1
11219,52,university.degree,married,0
11220,35,professional.course,married,0
11221,47,university.degree,married,0
11222,26,university.degree,married,0
11223,35,basic.9y,divorced,0
11224,57,university.degree,married,0
11225,50,professional.course,married,0
11226,43,unknown,married,0
11227,41,professional.course,divorced,0
11228,47,basic.6y,married,0
11229,48,basic.4y,divorced,0
11230,45,professional.course,married,0
11231,30,basic.9y,single,0
11232,45,basic.6y,married,0
11233,34,basic.4y,married,0
11234,56,unknown,divorced,0
11235,36,high.school,married,0
11236,45,basic.6y,married,0
11237,31,basic.9y,single,0
11238,40,basic.9y,married,0
11239,41,high.school,married,0
11240,32,high.school,married,0
11241,52,basic.4y,married,0
11242,39,high.school,married,0
11243,47,basic.9y,married,0
11244,29,high.school,single,1
11245,46,basic.6y,married,0
11246,34,high.school,single,0
11247,35,high.school,single,0
11248,30,professional.course,divorced,0
11249,31,university.degree,married,0
11250,37,basic.9y,married,0
11251,40,high.school,married,0
11252,47,basic.4y,married,0
11253,43,professional.course,married,0
11254,30,basic.9y,married,0
11255,41,high.school,married,0
11256,46,university.degree,divorced,0
11257,32,professional.course,married,0
11258,47,professional.course,married,0
11259,32,basic.6y,single,0
11260,37,basic.9y,married,0
11261,27,basic.9y,single,0
11262,39,university.degree,married,0
11263,56,professional.course,married,0
11264,39,university.degree,divorced,0
11265,35,basic.6y,married,0
11266,36,professional.course,divorced,0
11267,49,university.degree,married,0
11268,40,basic.9y,married,0
11269,34,professional.course,divorced,1
11270,51,high.school,married,0
11271,38,university.degree,married,0
11272,37,basic.9y,married,0
11273,51,university.degree,married,0
11274,34,basic.9y,single,0
11275,47,unknown,married,0
11276,38,high.school,married,0
11277,43,basic.9y,married,0
11278,46,basic.9y,married,0
11279,38,high.school,single,0
11280,25,professional.course,single,0
11281,37,professional.course,married,0
11282,46,university.degree,divorced,0
11283,52,unknown,married,0
11284,34,university.degree,single,0
11285,37,professional.course,married,0
11286,40,university.degree,married,0
11287,27,basic.4y,married,0
11288,43,basic.9y,married,0
11289,29,high.school,married,0
11290,45,university.degree,married,0
11291,36,high.school,married,0
11292,30,university.degree,single,0
11293,48,high.school,divorced,0
11294,41,high.school,married,0
11295,42,university.degree,married,0
11296,37,basic.4y,married,0
11297,48,basic.4y,married,0
11298,38,basic.4y,married,0
11299,41,university.degree,married,0
11300,35,professional.course,married,0
11301,39,basic.6y,married,0
11302,45,unknown,divorced,0
11303,23,high.school,married,0
11304,42,basic.6y,married,0
11305,31,high.school,married,0
11306,43,basic.9y,married,0
11307,25,university.degree,single,0
11308,36,high.school,married,0
11309,46,professional.course,married,0
11310,57,professional.course,single,0
11311,41,basic.4y,married,0
11312,44,high.school,married,0
11313,53,professional.course,married,0
11314,46,university.degree,married,0
11315,29,high.school,single,0
11316,45,professional.course,married,0
11317,42,high.school,divorced,0
11318,50,basic.4y,married,0
11319,44,basic.4y,married,0
11320,32,high.school,married,0
11321,32,high.school,single,0
11322,35,university.degree,married,0
11323,30,high.school,married,0
11324,30,high.school,married,0
11325,30,high.school,married,0
11326,31,high.school,married,0
11327,50,unknown,married,0
11328,36,high.school,married,0
11329,48,university.degree,divorced,0
11330,36,high.school,married,0
11331,50,basic.4y,married,0
11332,47,unknown,married,0
11333,54,professional.course,married,0
11334,33,university.degree,single,0
11335,41,high.school,married,0
11336,35,high.school,married,0
11337,33,basic.9y,single,0
11338,44,university.degree,single,0
11339,38,unknown,divorced,0
11340,46,high.school,married,0
11341,35,basic.9y,married,0
11342,39,high.school,married,1
11343,33,basic.9y,married,0
11344,60,high.school,single,0
11345,36,professional.course,married,0
11346,54,basic.9y,married,0
11347,35,university.degree,married,0
11348,32,high.school,married,0
11349,30,basic.9y,married,0
11350,34,high.school,married,0
11351,54,basic.9y,married,0
11352,50,high.school,married,0
11353,41,basic.6y,married,0
11354,54,high.school,married,0
11355,44,basic.9y,married,0
11356,31,unknown,married,0
11357,38,professional.course,married,0
11358,53,high.school,married,0
11359,37,basic.4y,married,0
11360,49,professional.course,married,0
11361,45,basic.4y,married,0
11362,40,professional.course,married,0
11363,50,basic.4y,married,0
11364,41,basic.9y,married,0
11365,56,basic.4y,married,0
11366,43,basic.9y,married,0
11367,34,university.degree,married,0
11368,54,university.degree,married,0
11369,57,university.degree,divorced,0
11370,58,unknown,married,0
11371,54,university.degree,married,0
11372,42,basic.6y,married,0
11373,47,basic.9y,married,0
11374,31,university.degree,single,0
11375,48,high.school,married,0
11376,36,university.degree,married,0
11377,39,basic.9y,married,0
11378,27,professional.course,single,0
11379,33,professional.course,married,0
11380,30,professional.course,married,0
11381,50,university.degree,married,0
11382,50,university.degree,married,0
11383,41,high.school,single,0
11384,26,high.school,single,0
11385,51,high.school,married,0
11386,32,university.degree,single,0
11387,44,basic.4y,married,0
11388,44,basic.4y,married,0
11389,39,unknown,married,0
11390,56,basic.4y,married,1
11391,35,unknown,single,0
11392,40,basic.9y,divorced,0
11393,41,basic.4y,married,0
11394,29,professional.course,married,0
11395,48,high.school,married,0
11396,33,basic.4y,married,0
11397,31,high.school,single,0
11398,52,basic.4y,married,1
11399,58,basic.9y,divorced,0
11400,45,basic.9y,married,0
11401,34,professional.course,married,0
11402,35,basic.4y,married,0
11403,32,high.school,single,0
11404,50,unknown,married,0
11405,53,basic.4y,married,0
11406,45,basic.9y,single,0
11407,36,high.school,married,0
11408,52,basic.9y,married,0
11409,41,high.school,married,0
11410,50,professional.course,married,0
11411,57,basic.4y,married,0
11412,34,high.school,single,0
11413,30,high.school,married,0
11414,33,basic.9y,married,0
11415,53,basic.9y,married,0
11416,35,university.degree,married,0
11417,34,basic.9y,married,0
11418,41,basic.9y,married,0
11419,39,high.school,married,0
11420,55,high.school,married,0
11421,42,professional.course,married,0
11422,40,basic.6y,divorced,0
11423,30,high.school,divorced,0
11424,56,high.school,married,0
11425,41,unknown,married,0
11426,32,high.school,married,0
11427,35,university.degree,single,0
11428,42,basic.9y,married,0
11429,28,university.degree,single,0
11430,52,basic.4y,married,0
11431,38,university.degree,married,0
11432,35,university.degree,married,0
11433,58,high.school,married,0
11434,35,high.school,divorced,0
11435,39,high.school,single,0
11436,37,basic.9y,married,0
11437,33,professional.course,married,1
11438,40,high.school,single,0
11439,35,high.school,married,0
11440,42,basic.4y,married,0
11441,26,university.degree,married,0
11442,47,basic.4y,single,0
11443,28,high.school,married,0
11444,38,university.degree,married,1
11445,35,unknown,single,1
11446,36,basic.9y,married,0
11447,35,university.degree,single,0
11448,28,basic.9y,married,0
11449,43,university.degree,married,0
11450,38,basic.9y,married,0
11451,44,basic.9y,married,0
11452,42,professional.course,single,0
11453,35,basic.9y,married,0
11454,32,high.school,single,0
11455,41,basic.6y,married,0
11456,32,basic.6y,married,1
11457,30,university.degree,married,0
11458,35,high.school,married,0
11459,52,university.degree,married,0
11460,48,basic.4y,married,0
11461,35,basic.6y,single,0
11462,44,professional.course,married,0
11463,33,university.degree,single,0
11464,47,high.school,married,0
11465,30,university.degree,divorced,0
11466,47,high.school,married,0
11467,46,high.school,single,0
11468,43,basic.9y,married,0
11469,54,basic.9y,married,0
11470,33,high.school,married,0
11471,40,basic.9y,married,0
11472,40,basic.4y,married,0
11473,46,university.degree,married,0
11474,31,high.school,married,0
11475,36,university.degree,married,0
11476,46,unknown,married,0
11477,48,basic.6y,married,0
11478,30,basic.9y,married,0
11479,50,university.degree,married,0
11480,40,professional.course,married,1
11481,58,basic.4y,married,0
11482,58,basic.4y,married,0
11483,48,basic.6y,married,0
11484,43,basic.4y,married,0
11485,27,university.degree,single,0
11486,51,basic.9y,married,0
11487,39,basic.9y,married,0
11488,35,university.degree,married,0
11489,42,basic.9y,married,0
11490,58,high.school,married,0
11491,34,basic.4y,married,0
11492,44,high.school,divorced,0
11493,40,university.degree,married,0
11494,51,basic.6y,married,0
11495,42,basic.9y,married,0
11496,51,high.school,married,0
11497,48,university.degree,married,1
11498,47,high.school,married,0
11499,46,university.degree,divorced,0
11500,34,university.degree,married,0
11501,31,professional.course,married,0
11502,37,basic.9y,married,0
11503,58,basic.4y,married,0
11504,37,professional.course,married,0
11505,35,basic.9y,married,0
11506,39,university.degree,married,0
11507,45,basic.4y,married,0
11508,41,basic.9y,married,0
11509,29,high.school,married,0
11510,33,university.degree,married,0
11511,46,basic.4y,married,0
11512,40,unknown,single,0
11513,34,basic.6y,married,0
11514,51,basic.4y,married,0
11515,45,university.degree,married,0
11516,41,basic.4y,divorced,0
11517,47,university.degree,divorced,1
11518,31,university.degree,single,0
11519,34,basic.4y,married,0
11520,57,basic.9y,single,0
11521,37,university.degree,married,0
11522,36,basic.6y,married,0
11523,47,basic.4y,married,0
11524,32,high.school,married,0
11525,43,high.school,married,0
11526,48,basic.9y,married,0
11527,31,university.degree,single,0
11528,34,university.degree,married,0
11529,31,basic.4y,married,0
11530,44,high.school,married,0
11531,37,university.degree,married,0
11532,49,basic.9y,married,0
11533,32,high.school,single,0
11534,32,university.degree,married,0
11535,31,university.degree,married,0
11536,42,basic.6y,single,0
11537,29,high.school,single,0
11538,46,professional.course,married,0
11539,55,basic.4y,married,0
11540,45,basic.9y,divorced,0
11541,38,basic.9y,married,0
11542,53,basic.9y,married,0
11543,38,professional.course,single,0
11544,29,high.school,single,0
11545,30,basic.4y,married,0
11546,34,high.school,married,0
11547,57,university.degree,married,0
11548,29,high.school,divorced,0
11549,49,basic.4y,married,0
11550,27,basic.6y,single,0
11551,46,professional.course,married,0
11552,28,basic.9y,married,0
11553,36,high.school,married,0
11554,46,professional.course,married,0
11555,37,university.degree,married,0
11556,56,professional.course,married,0
11557,38,basic.9y,married,0
11558,33,professional.course,married,0
11559,40,basic.4y,married,0
11560,33,professional.course,married,0
11561,39,university.degree,married,0
11562,42,basic.9y,married,0
11563,44,professional.course,married,0
11564,43,basic.9y,married,0
11565,32,professional.course,married,0
11566,41,basic.9y,married,0
11567,38,professional.course,married,0
11568,37,basic.9y,married,0
11569,55,high.school,married,0
11570,42,basic.4y,single,0
11571,40,basic.4y,married,0
11572,40,university.degree,married,0
11573,56,basic.9y,married,0
11574,38,high.school,married,0
11575,38,high.school,married,0
11576,44,university.degree,married,0
11577,37,high.school,single,0
11578,40,high.school,married,0
11579,41,basic.9y,married,1
11580,38,basic.9y,married,0
11581,27,high.school,single,0
11582,41,unknown,single,0
11583,35,university.degree,single,0
11584,39,basic.6y,married,0
11585,34,university.degree,married,0
11586,34,professional.course,divorced,0
11587,53,university.degree,divorced,0
11588,45,high.school,married,0
11589,34,high.school,single,0
11590,47,basic.9y,married,0
11591,31,high.school,married,0
11592,39,university.degree,married,0
11593,35,basic.6y,single,0
11594,37,professional.course,single,0
11595,41,unknown,married,0
11596,34,high.school,married,0
11597,35,basic.4y,single,0
11598,43,basic.9y,single,0
11599,50,basic.4y,married,0
11600,36,basic.4y,married,0
11601,38,university.degree,married,0
11602,53,university.degree,divorced,0
11603,28,high.school,married,0
11604,35,basic.6y,single,0
11605,41,basic.9y,married,0
11606,33,professional.course,married,0
11607,37,university.degree,married,0
11608,35,university.degree,married,0
11609,31,university.degree,married,0
11610,51,professional.course,married,0
11611,51,basic.9y,married,0
11612,50,university.degree,married,0
11613,60,professional.course,married,0
11614,28,basic.6y,married,0
11615,34,professional.course,single,0
11616,52,university.degree,single,0
11617,56,unknown,married,0
11618,42,university.degree,single,0
11619,39,basic.4y,married,0
11620,39,basic.9y,divorced,0
11621,47,university.degree,married,0
11622,49,basic.4y,married,0
11623,56,high.school,married,0
11624,46,high.school,married,0
11625,53,basic.4y,divorced,0
11626,38,basic.9y,married,0
11627,36,high.school,divorced,0
11628,33,basic.6y,married,0
11629,33,basic.6y,married,0
11630,34,basic.6y,married,0
11631,54,university.degree,married,0
11632,47,basic.4y,married,0
11633,36,high.school,married,0
11634,35,basic.6y,divorced,0
11635,39,professional.course,married,0
11636,31,high.school,married,0
11637,30,basic.9y,divorced,0
11638,34,basic.6y,married,0
11639,39,professional.course,married,0
11640,41,unknown,married,0
11641,41,university.degree,married,0
11642,29,university.degree,married,0
11643,50,basic.9y,married,0
11644,36,high.school,married,0
11645,43,basic.9y,married,0
11646,31,university.degree,married,0
11647,35,professional.course,married,0
11648,49,basic.4y,married,0
11649,45,professional.course,married,0
11650,33,university.degree,single,0
11651,41,basic.9y,married,0
11652,42,high.school,single,0
11653,41,basic.4y,divorced,0
11654,43,high.school,married,0
11655,40,high.school,married,0
11656,40,basic.9y,married,0
11657,39,basic.4y,single,0
11658,42,university.degree,single,0
11659,38,university.degree,single,0
11660,32,basic.9y,married,0
11661,43,university.degree,divorced,0
11662,38,professional.course,married,0
11663,34,professional.course,single,0
11664,44,university.degree,divorced,0
11665,48,basic.9y,married,0
11666,34,university.degree,married,0
11667,35,basic.9y,married,0
11668,25,high.school,single,0
11669,51,university.degree,married,0
11670,31,high.school,married,0
11671,29,university.degree,married,0
11672,27,university.degree,single,0
11673,55,basic.4y,married,1
11674,47,basic.4y,married,0
11675,27,professional.course,single,0
11676,41,university.degree,married,0
11677,54,basic.4y,married,0
11678,54,unknown,married,0
11679,32,university.degree,single,0
11680,29,professional.course,married,0
11681,42,basic.9y,married,0
11682,32,basic.9y,married,0
11683,47,professional.course,single,0
11684,25,basic.9y,married,0
11685,40,university.degree,married,0
11686,34,university.degree,married,0
11687,33,basic.9y,married,0
11688,40,high.school,divorced,1
11689,37,basic.9y,married,0
11690,37,professional.course,married,0
11691,52,basic.4y,married,0
11692,39,university.degree,married,0
11693,43,basic.9y,divorced,0
11694,39,university.degree,single,0
11695,30,university.degree,married,0
11696,35,professional.course,married,0
11697,39,university.degree,married,0
11698,38,professional.course,single,0
11699,42,high.school,married,0
11700,42,high.school,married,0
11701,51,basic.4y,married,0
11702,36,high.school,single,0
11703,42,university.degree,married,0
11704,58,basic.9y,married,0
11705,38,basic.9y,married,0
11706,25,university.degree,married,0
11707,32,basic.4y,divorced,0
11708,49,high.school,single,0
11709,46,professional.course,married,0
11710,42,university.degree,single,0
11711,59,basic.6y,married,0
11712,32,university.degree,married,0
11713,29,university.degree,single,0
11714,45,basic.9y,married,0
11715,32,basic.4y,single,0
11716,26,high.school,single,0
11717,47,university.degree,married,0
11718,29,university.degree,single,0
11719,26,high.school,single,0
11720,46,basic.4y,married,0
11721,48,professional.course,married,0
11722,48,basic.4y,married,0
11723,33,basic.9y,married,0
11724,31,basic.9y,married,0
11725,34,professional.course,married,0
11726,25,high.school,single,0
11727,32,basic.9y,married,0
11728,54,basic.6y,unknown,0
11729,52,university.degree,married,0
11730,45,basic.9y,single,0
11731,36,university.degree,married,0
11732,38,university.degree,divorced,0
11733,34,basic.6y,married,0
11734,38,basic.4y,single,0
11735,39,high.school,single,0
11736,51,high.school,married,0
11737,60,university.degree,married,0
11738,29,high.school,married,0
11739,50,basic.9y,single,0
11740,37,basic.9y,married,0
11741,51,university.degree,divorced,0
11742,48,professional.course,married,0
11743,39,basic.4y,married,0
11744,37,university.degree,single,0
11745,36,university.degree,married,0
11746,40,basic.6y,married,0
11747,47,basic.4y,married,0
11748,44,basic.4y,married,0
11749,36,high.school,single,0
11750,26,basic.6y,married,0
11751,33,university.degree,married,0
11752,52,basic.4y,married,0
11753,40,basic.9y,married,0
11754,41,basic.9y,married,0
11755,45,university.degree,married,0
11756,30,basic.9y,divorced,0
11757,33,professional.course,married,0
11758,39,unknown,single,0
11759,33,university.degree,married,0
11760,31,unknown,single,0
11761,42,basic.9y,divorced,0
11762,35,high.school,divorced,0
11763,56,basic.6y,married,0
11764,52,basic.9y,married,0
11765,29,university.degree,single,1
11766,56,basic.4y,married,0
11767,38,basic.9y,married,0
11768,60,professional.course,married,0
11769,56,basic.4y,married,0
11770,39,university.degree,married,0
11771,40,basic.6y,married,0
11772,56,basic.4y,married,0
11773,30,basic.4y,single,0
11774,43,basic.4y,married,0
11775,39,high.school,married,0
11776,41,basic.6y,single,0
11777,27,high.school,single,0
11778,43,professional.course,divorced,0
11779,37,professional.course,married,0
11780,25,high.school,married,0
11781,37,professional.course,married,0
11782,24,professional.course,single,0
11783,59,basic.4y,married,0
11784,32,university.degree,single,0
11785,30,unknown,married,0
11786,40,professional.course,married,0
11787,27,high.school,married,0
11788,30,basic.4y,single,1
11789,48,basic.4y,married,0
11790,37,university.degree,divorced,0
11791,39,basic.6y,married,0
11792,34,basic.9y,married,0
11793,41,basic.6y,divorced,0
11794,34,high.school,married,0
11795,36,basic.4y,married,0
11796,37,university.degree,divorced,0
11797,42,high.school,married,0
11798,39,professional.course,married,0
11799,39,high.school,married,0
11800,35,high.school,married,0
11801,35,high.school,divorced,0
11802,34,basic.6y,married,0
11803,42,basic.9y,single,0
11804,49,high.school,divorced,0
11805,53,basic.6y,single,0
11806,29,high.school,married,0
11807,32,basic.9y,married,0
11808,29,high.school,married,0
11809,46,basic.9y,divorced,0
11810,58,unknown,married,0
11811,32,university.degree,single,0
11812,44,basic.6y,married,0
11813,26,high.school,single,1
11814,56,professional.course,divorced,0
11815,25,professional.course,married,0
11816,29,basic.9y,single,0
11817,44,professional.course,married,0
11818,44,professional.course,divorced,0
11819,44,basic.4y,single,0
11820,44,basic.4y,single,0
11821,29,basic.9y,single,0
11822,37,professional.course,married,0
11823,34,university.degree,married,0
11824,54,basic.9y,married,0
11825,58,professional.course,divorced,0
11826,24,high.school,single,1
11827,35,professional.course,married,0
11828,30,high.school,divorced,0
11829,40,professional.course,married,0
11830,29,basic.4y,married,0
11831,54,basic.9y,single,0
11832,40,professional.course,married,0
11833,52,university.degree,divorced,0
11834,44,basic.6y,single,0
11835,34,professional.course,married,0
11836,31,university.degree,single,0
11837,30,high.school,single,0
11838,36,professional.course,married,0
11839,26,high.school,single,0
11840,36,professional.course,married,0
11841,36,professional.course,married,0
11842,40,university.degree,single,0
11843,46,university.degree,single,0
11844,34,basic.9y,married,0
11845,46,professional.course,married,0
11846,27,professional.course,single,0
11847,36,high.school,married,0
11848,50,high.school,married,0
11849,28,basic.4y,married,0
11850,34,university.degree,married,0
11851,41,basic.9y,single,0
11852,41,university.degree,single,0
11853,40,high.school,married,0
11854,25,basic.4y,single,0
11855,43,university.degree,married,0
11856,35,high.school,married,0
11857,38,basic.9y,married,0
11858,45,university.degree,divorced,0
11859,32,professional.course,married,0
11860,51,basic.9y,married,0
11861,33,high.school,single,0
11862,39,basic.4y,married,0
11863,56,university.degree,divorced,0
11864,35,basic.9y,married,0
11865,57,basic.4y,married,0
11866,54,basic.6y,single,0
11867,49,basic.4y,single,0
11868,40,professional.course,married,0
11869,33,high.school,married,0
11870,33,high.school,single,0
11871,24,high.school,single,0
11872,25,high.school,single,0
11873,34,basic.9y,married,0
11874,37,basic.9y,single,0
11875,39,university.degree,married,0
11876,32,professional.course,single,0
11877,34,high.school,married,1
11878,25,high.school,single,0
11879,32,professional.course,single,0
11880,29,basic.4y,married,0
11881,59,basic.4y,married,0
11882,39,basic.9y,married,0
11883,35,university.degree,married,0
11884,33,basic.9y,married,0
11885,25,professional.course,single,0
11886,60,unknown,married,0
11887,44,basic.6y,married,0
11888,31,basic.4y,married,0
11889,36,university.degree,married,0
11890,30,university.degree,married,0
11891,36,high.school,married,1
11892,53,basic.4y,married,0
11893,40,high.school,married,0
11894,48,basic.9y,married,0
11895,36,university.degree,married,0
11896,47,basic.9y,married,0
11897,28,basic.9y,single,0
11898,31,basic.6y,married,0
11899,58,basic.4y,married,0
11900,36,high.school,single,0
11901,34,high.school,single,0
11902,34,university.degree,married,0
11903,44,university.degree,married,0
11904,33,high.school,divorced,0
11905,29,basic.9y,married,0
11906,36,basic.9y,single,0
11907,43,high.school,single,0
11908,32,unknown,married,0
11909,46,university.degree,single,0
11910,50,professional.course,married,0
11911,41,basic.9y,single,0
11912,38,basic.6y,married,0
11913,41,high.school,married,0
11914,49,basic.9y,married,0
11915,38,high.school,married,0
11916,50,basic.4y,single,0
11917,53,basic.9y,single,0
11918,39,university.degree,married,0
11919,43,basic.4y,married,0
11920,41,high.school,single,0
11921,32,high.school,married,0
11922,31,high.school,married,0
11923,29,high.school,married,0
11924,52,basic.9y,married,0
11925,58,basic.4y,married,0
11926,47,basic.4y,married,0
11927,45,high.school,married,0
11928,45,high.school,married,0
11929,37,high.school,married,0
11930,49,university.degree,married,0
11931,26,professional.course,married,0
11932,40,basic.6y,married,0
11933,32,basic.4y,married,0
11934,30,basic.4y,single,0
11935,60,university.degree,married,0
11936,39,university.degree,single,0
11937,35,basic.9y,married,0
11938,32,high.school,single,0
11939,28,high.school,single,0
11940,48,high.school,married,0
11941,46,high.school,married,0
11942,26,high.school,single,0
11943,28,basic.6y,married,0
11944,52,basic.4y,married,0
11945,29,high.school,single,0
11946,38,professional.course,married,1
11947,42,basic.6y,divorced,0
11948,36,university.degree,married,0
11949,27,university.degree,single,1
11950,47,high.school,married,0
11951,54,professional.course,married,0
11952,32,basic.9y,single,0
11953,42,basic.9y,married,0
11954,39,university.degree,married,0
11955,37,basic.6y,unknown,0
11956,25,basic.9y,divorced,0
11957,34,high.school,single,0
11958,41,basic.9y,divorced,0
11959,40,basic.4y,married,0
11960,26,high.school,single,0
11961,49,university.degree,single,0
11962,60,basic.4y,divorced,0
11963,42,basic.9y,single,0
11964,35,high.school,married,0
11965,30,high.school,married,0
11966,42,basic.9y,married,0
11967,39,university.degree,single,0
11968,25,university.degree,single,0
11969,37,high.school,married,0
11970,32,professional.course,single,0
11971,35,basic.9y,married,0
11972,28,basic.9y,single,0
11973,32,university.degree,married,0
11974,42,basic.9y,married,1
11975,35,basic.4y,married,0
11976,45,unknown,married,0
11977,39,basic.4y,married,0
11978,38,basic.6y,married,0
11979,52,basic.9y,married,0
11980,41,basic.9y,married,0
11981,45,basic.4y,married,0
11982,32,high.school,married,1
11983,38,university.degree,married,0
11984,53,basic.9y,married,0
11985,37,basic.9y,divorced,0
11986,48,basic.4y,married,0
11987,36,basic.4y,married,0
11988,31,high.school,married,0
11989,31,high.school,single,0
11990,35,basic.9y,married,0
11991,54,university.degree,married,0
11992,45,professional.course,married,0
11993,41,basic.9y,married,0
11994,34,university.degree,married,0
11995,41,high.school,married,0
11996,35,basic.9y,married,0
11997,33,basic.4y,married,0
11998,51,high.school,single,0
11999,41,basic.4y,married,0
12000,40,unknown,married,0
12001,50,high.school,married,0
12002,33,basic.9y,married,0
12003,37,high.school,married,0
12004,48,basic.6y,married,0
12005,54,university.degree,married,0
12006,34,basic.6y,married,0
12007,35,basic.9y,married,0
12008,38,university.degree,married,0
12009,37,high.school,single,0
